,SA1_MAINCO,Disinvested,SA1_7DIG16,low_income,Influx_affluent,increased_11_16,Gentrified_11_16
444,20603111622,False,2111622,False,False,True,False
445,20603111623,False,2111623,False,False,True,False
446,20603111624,False,2111624,False,True,True,False
447,20603111625,False,2111625,False,True,True,False
448,20603111626,False,2111626,False,True,True,False
449,20603111627,False,2111627,False,True,True,False
450,20603111628,False,2111628,False,True,True,False
451,20603111629,False,2111629,False,False,True,False
452,20603111630,False,2111630,False,True,True,False
453,20603111631,False,2111631,False,True,True,False
454,20603111632,False,2111632,False,False,True,False
455,20604111701,False,2111701,False,True,True,False
456,20604111702,False,2111702,False,False,True,False
457,20604111703,False,2111703,False,True,True,False
458,20604111704,False,2111704,False,True,True,False
459,20604111705,False,2111705,False,True,True,False
460,20604111706,False,2111706,True,True,True,False
461,20604111707,False,2111707,True,True,True,False
462,20604111708,False,2111708,True,True,True,False
463,20604111709,False,2111709,True,False,True,False
464,20604111710,False,2111710,True,True,True,False
465,20604111711,False,2111711,False,False,True,False
466,20604111712,False,2111712,False,True,True,False
467,20604111713,False,2111713,True,False,True,False
468,20604111714,False,2111714,False,False,True,False
469,20604111715,False,2111715,False,True,True,False
470,20604111716,False,2111716,False,True,True,False
471,20604111717,False,2111717,False,False,True,False
472,20604111718,False,2111718,True,True,True,False
473,20604111719,False,2111719,True,True,True,False
474,20604111720,False,2111720,True,True,True,False
475,20604111721,False,2111721,True,False,True,False
476,20604111722,False,2111722,True,True,True,False
477,20604111723,False,2111723,True,False,True,False
478,20604111724,False,2111724,True,False,True,False
479,20604111725,False,2111725,False,True,True,False
480,20604111726,False,2111726,False,True,True,False
481,20604111727,False,2111727,True,True,True,False
482,20604111728,False,2111728,True,True,True,False
483,20604111729,False,2111729,True,True,True,False
484,20604111731,False,2111731,True,True,True,False
485,20604111733,False,2111733,True,True,True,False
486,20604111734,False,2111734,True,False,True,False
487,20604111735,False,2111735,True,False,True,False
488,20604111736,False,2111736,True,False,True,False
489,20604111801,False,2111801,False,True,False,False
490,20604111802,False,2111802,False,True,False,False
491,20604111804,False,2111804,False,True,False,False
492,20604111805,False,2111805,False,False,False,False
493,20604111806,False,2111806,False,False,False,False
494,20604111807,False,2111807,False,True,False,False
495,20604111808,False,2111808,False,False,False,False
496,20604111809,False,2111809,True,True,False,False
497,20604111810,False,2111810,False,True,False,False
498,20604111811,False,2111811,True,False,False,False
499,20604111812,False,2111812,False,True,False,False
500,20604111813,False,2111813,False,True,False,False
501,20604111814,False,2111814,False,True,False,False
502,20604111815,False,2111815,False,False,False,False
503,20604111816,False,2111816,False,False,False,False
504,20604111901,False,2111901,False,False,True,False
505,20604111902,False,2111902,False,True,True,False
506,20604111903,False,2111903,False,True,True,False
507,20604111904,False,2111904,False,False,True,False
508,20604111905,False,2111905,False,False,True,False
509,20604111906,False,2111906,False,True,True,False
510,20604111907,False,2111907,False,True,True,False
511,20604111908,False,2111908,False,True,True,False
512,20604111909,False,2111909,False,False,True,False
513,20604111910,False,2111910,False,False,True,False
514,20604111911,False,2111911,False,True,True,False
515,20604111912,False,2111912,False,True,True,False
516,20604111913,False,2111913,True,False,True,False
517,20604111914,False,2111914,False,True,True,False
518,20604111915,False,2111915,False,False,True,False
519,20604112001,False,2112001,False,False,True,False
520,20604112101,False,2112101,False,True,True,False
521,20604112102,False,2112102,False,True,True,False
522,20604112103,False,2112103,False,True,True,False
523,20604112104,False,2112104,False,False,True,False
524,20604112105,False,2112105,False,True,True,False
525,20604112106,False,2112106,True,False,True,False
526,20604112108,False,2112108,True,False,True,False
527,20604112109,False,2112109,False,False,True,False
528,20604112110,False,2112110,True,True,True,False
529,20604112111,False,2112111,True,False,True,False
530,20604112112,False,2112112,False,True,True,False
531,20604112113,False,2112113,True,True,True,False
532,20604112114,False,2112114,False,True,True,False
533,20604112115,False,2112115,False,False,True,False
534,20604112116,False,2112116,False,True,True,False
535,20604112118,False,2112118,False,True,True,False
536,20604112119,False,2112119,False,True,True,False
537,20604112121,False,2112121,False,True,True,False
538,20604112122,False,2112122,False,False,True,False
539,20604112123,False,2112123,False,True,True,False
540,20604112124,False,2112124,False,False,True,False
541,20604112125,False,2112125,True,False,True,False
542,20604112126,False,2112126,False,False,True,False
543,20604112127,False,2112127,True,False,True,False
544,20604112128,False,2112128,False,False,True,False
545,20604112129,False,2112129,False,False,True,False
546,20604112202,False,2112202,True,True,True,False
547,20604112203,False,2112203,True,True,True,False
548,20604112204,False,2112204,False,True,True,False
549,20604112205,False,2112205,True,False,True,False
550,20604112206,False,2112206,True,True,True,False
551,20604112209,False,2112209,False,True,True,False
552,20604112210,False,2112210,False,True,True,False
553,20604112211,False,2112211,False,True,True,False
554,20604112212,False,2112212,True,True,True,False
555,20604112213,False,2112213,True,True,True,False
556,20604112214,False,2112214,False,True,True,False
557,20604112215,False,2112215,False,True,True,False
558,20604112216,False,2112216,True,True,True,False
559,20604112217,False,2112217,True,True,True,False
560,20604112218,False,2112218,True,True,True,False
561,20604112219,False,2112219,True,True,True,False
562,20604112221,False,2112221,False,True,True,False
563,20604112222,False,2112222,True,True,True,False
564,20604112223,False,2112223,False,True,True,False
565,20604112224,False,2112224,False,True,True,False
566,20604112225,False,2112225,False,False,True,False
567,20604112229,False,2112229,True,True,True,False
568,20604112230,False,2112230,False,True,True,False
569,20604112231,False,2112231,False,True,True,False
570,20604112232,False,2112232,True,True,True,False
571,20604112233,False,2112233,False,True,True,False
572,20604112234,False,2112234,True,True,True,False
573,20604112235,False,2112235,True,True,True,False
574,20604112236,False,2112236,True,False,True,False
575,20604112237,False,2112237,True,False,True,False
576,20604112238,False,2112238,True,False,True,False
577,20604112239,False,2112239,True,True,True,False
578,20604112240,False,2112240,True,False,True,False
579,20604112241,False,2112241,True,False,True,False
580,20604112242,False,2112242,True,False,True,False
581,20604112243,False,2112243,True,False,True,False
582,20604112244,False,2112244,True,False,True,False
583,20604112245,False,2112245,True,False,True,False
584,20604112246,False,2112246,True,True,True,False
585,20604112247,False,2112247,True,False,True,False
586,20604112248,False,2112248,True,True,True,False
587,20604112249,False,2112249,True,True,True,False
588,20604112302,False,2112302,False,True,True,False
589,20604112303,False,2112303,False,True,True,False
590,20604112304,False,2112304,False,True,True,False
591,20604112305,False,2112305,False,False,True,False
592,20604112306,False,2112306,True,True,True,False
593,20604112307,False,2112307,False,True,True,False
594,20604112308,False,2112308,False,True,True,False
595,20604112309,False,2112309,True,True,True,False
596,20604112310,False,2112310,True,True,True,False
597,20604112311,False,2112311,False,False,True,False
598,20604112312,False,2112312,True,True,True,False
599,20604112313,False,2112313,True,False,True,False
600,20604112314,False,2112314,True,True,True,False
601,20604112315,False,2112315,True,False,True,False
602,20604112316,False,2112316,False,True,True,False
603,20604112317,False,2112317,True,False,True,False
604,20604112318,False,2112318,False,False,True,False
605,20604112319,False,2112319,False,True,True,False
606,20604112320,False,2112320,False,True,True,False
607,20604112321,False,2112321,True,True,True,False
608,20604112322,False,2112322,True,False,True,False
609,20604112323,False,2112323,False,False,True,False
610,20604112324,False,2112324,True,True,True,False
611,20604112325,False,2112325,False,False,True,False
612,20604112326,False,2112326,True,True,True,False
613,20604112327,False,2112327,False,True,True,False
614,20604112328,False,2112328,False,True,True,False
615,20604112329,False,2112329,False,True,True,False
616,20604112330,False,2112330,False,True,True,False
617,20604112331,False,2112331,False,True,True,False
618,20604112332,False,2112332,False,True,True,False
619,20604112333,False,2112333,False,True,True,False
620,20604112334,False,2112334,False,True,True,False
621,20604112335,False,2112335,True,True,True,False
622,20604112336,False,2112336,False,True,True,False
623,20604112337,False,2112337,True,True,True,False
624,20604112338,False,2112338,False,True,True,False
625,20604112339,False,2112339,False,False,True,False
626,20604112340,False,2112340,False,True,True,False
627,20604112401,False,2112401,True,False,True,False
628,20604112402,False,2112402,True,False,True,False
629,20604112403,False,2112403,True,True,True,False
630,20604112404,False,2112404,True,True,True,False
631,20604112406,False,2112406,False,True,True,False
632,20604112407,False,2112407,False,True,True,False
633,20604112409,False,2112409,True,True,True,False
634,20604112410,False,2112410,False,True,True,False
635,20604112411,False,2112411,False,True,True,False
636,20604112412,False,2112412,False,True,True,False
637,20604112413,False,2112413,False,True,True,False
638,20604112414,False,2112414,False,True,True,False
639,20604112415,False,2112415,False,False,True,False
640,20604112416,False,2112416,False,False,True,False
641,20604112417,False,2112417,False,False,True,False
642,20604112418,False,2112418,False,False,True,False
643,20604112501,False,2112501,False,True,True,False
644,20604112502,False,2112502,False,False,True,False
645,20604112503,False,2112503,False,True,True,False
646,20604112504,False,2112504,False,False,True,False
647,20604112505,False,2112505,False,True,True,False
648,20604112506,False,2112506,False,False,True,False
649,20604112507,False,2112507,False,True,True,False
650,20604112508,False,2112508,False,True,True,False
651,20604112509,False,2112509,False,True,True,False
652,20604112510,False,2112510,False,True,True,False
653,20604112511,False,2112511,False,True,True,False
654,20604112512,False,2112512,False,True,True,False
655,20604112513,False,2112513,False,True,True,False
656,20604112514,False,2112514,False,True,True,False
657,20604112602,False,2112602,False,False,False,False
658,20604112603,False,2112603,False,False,False,False
659,20604112604,False,2112604,False,False,False,False
660,20604112605,False,2112605,False,False,False,False
